GJOIN2010,GJOIN2020,WEIGHT,PAREA
G36004701170002002,G36004701170002002,1.0,1.0
G36004701170002003,G36004701170002003,1.0,1.0
G36004701170002004,G36004701170002004,1.0,1.0
G36004701170002005,G36004701170002005,1.0,1.0
G36004701170002006,G36004701170002006,1.0,1.0
G36004701172011000,G36004701172011000,1.0,1.0
G36004701172011001,G36004701172011001,1.0,1.0
G36004701172011002,G36004701172011002,0.738947368421,0.67002797855
G36004701172011002,G36004701172011003,0.261052631579,0.32997202145
G36004701172011003,G36004701172011004,1.0,1.0
G36004701172011004,G36004701172011005,1.0,1.0
G36004701172011005,G36004701172011005,1.0,1.0
G36004701172011006,G36004701172011006,1.0,1.0
G36004701172012000,G36004701172012000,1.0,1.0
G36004701172012001,G36004701172012001,0.770609318996,0.68784473953
G36004701172012001,G36004701172012005,0.229390681004,0.31215526047
G36004701172012002,G36004701172012002,1.0,1.0
G36004701172012003,G36004701172012003,1.0,1.0
G36004701172012004,G36004701172012004,1.0,1.0
G36004701172021000,G36004701172021000,1.0,1.0
G36004701172021001,G36004701172021001,1.0,1.0
G36004701172021002,G36004701172021002,1.0,1.0
G36004701172021003,G36004701172021003,1.0,1.0
G36004701172021004,G36004701172021004,1.0,1.0
G36004701172022000,G36004701172022000,1.0,1.0
G36004701172022001,G36004701172022001,1.0,1.0
G36004701172022002,G36004701172022002,1.0,1.0
G36004701172022003,G36004701172022003,1.0,1.0
G36004701172022004,G36004701172022004,1.0,1.0
G36004701174001000,G36004701174001000,1.0,1.0
G36004701174001001,G36004701174001001,1.0,1.0
G36004701174001002,G36004701174001002,1.0,1.0
G36004701174001003,G36004701174001005,1.0,1.0
G36004701174001004,G36004701174001006,1.0,1.0
G36004701174001005,G36004701174001007,1.0,1.0
G36004701174001006,G36004701174001008,1.0,1.0
G36004701174001007,G36004701174001009,1.0,1.0
G36004701174001008,G36004701174001003,1.0,1.0
G36004701174001009,G36004701174001002,1.0,1.0
G36004701174001010,G36004701174001004,1.0,1.0
G36004701174002000,G36004701174002000,1.0,1.0
G36004701174002001,G36004701174002001,1.0,1.0
G36004701174002002,G36004701174002002,1.0,1.0
G36004701174002003,G36004701174002004,1.0,1.0
G36004701174002004,G36004701174002004,1.0,1.0
G36004701174002005,G36004701174002005,1.0,1.0
G36004701174002006,G36004701174002003,1.0,1.0
G36004701176011000,G36004701176011000,1.0,1.0
G36004701176011001,G36004701176011001,1.0,1.0
G36004701176011002,G36004701176011002,1.0,1.0
G36004701176011003,G36004701176011003,1.0,1.0
G36004701176012000,G36004701176012000,1.0,1.0
G36004701176012001,G36004701176012001,1.0,1.0
G36004701176012002,G36004701176012002,1.0,1.0
G36004701176021000,G36004701176021000,1.0,1.0
G36004701176021001,G36004701176021001,1.0,1.0
G36004701176021002,G36004701176021002,1.0,1.0
G36004701176022000,G36004701176022000,1.0,1.0
G36004701176022001,G36004701176022001,1.0,1.0
G36004701176022002,G36004701176022002,1.0,1.0
G36004701176022003,G36004701176022003,1.0,1.0
G36004701178001000,G36004701178001000,1.0,1.0
G36004701178001001,G36004701178001001,1.0,1.0
G36004701178001002,G36004701178001002,1.0,1.0
G36004701178001003,G36004701178001003,1.0,1.0
G36004701178001004,G36004701178001004,1.0,1.0
G36004701178001005,G36004701178001005,1.0,1.0
G36004701178001006,G36004701178001006,1.0,1.0
G36004701178001007,G36004701178001007,1.0,1.0
G36004701178001008,G36004701178001008,1.0,1.0
G36004701180001000,G36004701180001000,1.0,1.0
G36004701180001001,G36004701180001001,0.0,0.625095215929
G36004701180001001,G36004701180001002,1.0,0.374904784071
G36004701182011000,G36004701182011000,1.0,1.0
G36004701182011001,G36004701182011001,1.0,1.0
G36004701182011002,G36004701182011002,1.0,1.0
G36004701182011003,G36004701182011003,1.0,1.0
G36004701182012000,G36004701182012000,1.0,1.0
G36004701182012001,G36004701182012001,1.0,1.0
G36004701182012002,G36004701182012002,1.0,1.0
G36004701182012003,G36004701182012003,1.0,1.0
G36004701182012004,G36004701182012004,1.0,1.0
G36004701182012005,G36004701182012005,1.0,1.0
G36004701182021000,G36004701182021000,0.589947089947,0.615044762237
G36004701182021000,G36004701182021001,0.410052910053,0.384955237763
G36004701182021001,G36004701182021002,1.0,1.0
G36004701182021002,G36004701182021003,1.0,1.0
G36004701182022000,G36004701182022000,1.0,1.0
G36004701182022001,G36004701182022001,1.0,1.0
G36004701182022002,G36004701182022002,1.0,1.0
G36004701182022003,G36004701182022003,1.0,1.0
G36004701182022004,G36004701182022004,1.0,1.0
G36004701182022005,G36004701182022005,1.0,1.0
G36004701184001000,G36004701184001000,1.0,1.0
G36004701184001001,G36004701184001001,1.0,1.0
G36004701184001002,G36004701184001002,1.0,1.0
G36004701184001003,G36004701184001003,1.0,1.0
G36004701184002000,G36004701184002000,1.0,1.0
G36004701184002001,G36004701184002001,1.0,1.0
G36004701184002002,G36004701184002002,1.0,1.0
G36004701184002003,G36004701184002003,1.0,1.0
G36004701184003000,G36004701184003000,1.0,1.0
G36004701184003001,G36004701184003001,1.0,1.0
G36004701184003002,G36004701184003002,1.0,1.0
G36004701184003003,G36004701184003003,1.0,1.0
G36004701184003004,G36004701184003004,1.0,1.0
G36004701184003005,G36004701184003005,1.0,1.0
G36004701186001000,G36004701186001000,1.0,1.0
G36004701186001001,G36004701186001001,1.0,1.0
G36004701186001002,G36004701186001002,1.0,1.0
G36004701186001003,G36004701186001003,1.0,1.0
G36004701186002000,G36004701186002000,1.0,1.0
G36004701186002001,G36004701186002001,1.0,1.0
G36004701186002002,G36004701186002002,1.0,1.0
G36004701186002003,G36004701186002003,1.0,1.0
G36004701188001000,G36004701188001000,0.477296726505,0.414437313338
G36004701188001000,G36004701188001001,0.522703273495,0.585562686662
G36004701188001001,G36004701188001002,1.0,1.0
G36004701188001002,G36004701188001003,1.0,1.0
G36004701188001003,G36004701188001004,1.0,1.0
G36004701188001004,G36004701188001005,1.0,1.0
G36004701188002000,G36004701188002000,1.0,1.0
G36004701188002001,G36004701188002001,1.0,1.0
G36004701188002002,G36004701188002002,1.0,1.0
G36004701188002003,G36004701188002003,1.0,1.0
G36004701188002004,G36004701188002004,1.0,1.0
G36004701188003000,G36004701188003000,1.0,1.0
G36004701188003001,G36004701188003001,1.0,1.0
G36004701188003002,G36004701188003002,1.0,1.0
G36004701188003003,G36004701188003003,1.0,1.0
G36004701190001000,G36004701190001000,1.0,1.0
G36004701190001001,G36004701190001001,1.0,1.0
G36004701190001002,G36004701190001001,1.0,1.0
G36004701190001003,G36004701190001002,1.0,1.0
G36004701190001004,G36004701190001003,1.0,1.0
G36004701190001005,G36004701190001004,1.0,1.0
G36004701190001006,G36004701190001005,1.0,1.0
G36004701190001007,G36004701190001006,1.0,1.0
G36004701190001008,G36004701190001007,1.0,1.0
G36004701190002000,G36004701190002000,1.0,1.0
G36004701190002001,G36004701190002001,1.0,1.0
G36004701190002002,G36004701190002002,1.0,1.0
G36004701190002003,G36004701190002003,1.0,1.0
G36004701190002004,G36004701190002004,1.0,1.0
G36004701192001000,G36004701192001000,1.0,1.0
G36004701192001001,G36004701192001001,1.0,1.0
G36004701192001002,G36004701192001002,1.0,1.0
G36004701192001003,G36004701192001003,1.0,1.0
G36004701192002000,G36004701192002000,1.0,1.0
G36004701192002001,G36004701192002001,1.0,1.0
G36004701192002002,G36004701192002002,1.0,1.0
G36004701192002003,G36004701192002003,1.0,1.0
G36004701192002004,G36004701192002004,1.0,1.0
G36004701192003000,G36004701192003000,1.0,1.0
G36004701192003001,G36004701192003001,1.0,1.0
G36004701192003002,G36004701192003002,1.0,1.0
G36004701192003003,G36004701192003003,1.0,1.0
G36004701192003004,G36004701192003004,1.0,1.0
G36004701192003005,G36004701192003005,1.0,1.0
G36004701194001000,G36004701194001000,1.0,1.0
G36004701194001001,G36004701194001001,1.0,1.0
G36004701194001002,G36004701194001002,1.0,1.0
G36004701194001003,G36004701194001003,1.0,1.0
G36004701194001004,G36004701194001004,1.0,1.0
G36004701194002000,G36004701194002000,1.0,1.0
G36004701194002001,G36004701194002001,1.0,1.0
G36004701194002002,G36004701194002002,1.0,1.0
G36004701194002003,G36004701194002003,1.0,1.0
G36004701194002004,G36004701194002004,1.0,1.0
G36004701194003000,G36004701194003000,1.0,1.0
G36004701194003001,G36004701194003001,1.0,1.0
G36004701194003002,G36004701194003002,1.0,1.0
G36004701194003003,G36004701194003003,1.0,1.0
G36004701194003004,G36004701194003004,1.0,1.0
G36004701196001000,G36004701196001000,1.0,1.0
G36004701196001001,G36004701196001001,1.0,1.0
G36004701196001002,G36004701196001002,1.0,1.0
G36004701196001003,G36004701196001003,1.0,1.0
G36004701196001004,G36004701196001004,1.0,1.0
G36004701196001005,G36004701196001005,1.0,1.0
G36004701196001006,G36004701196001006,1.0,1.0
G36004701196001007,G36004701196001007,1.0,1.0
G36004701196001008,G36004701196001008,1.0,1.0
G36004701196001009,G36004701196001009,1.0,1.0
G36004701196002000,G36004701196002000,1.0,1.0
G36004701196002001,G36004701196002001,1.0,1.0
G36004701196002002,G36004701196002002,1.0,1.0
G36004701196002003,G36004701196002003,1.0,1.0
G36004701196002004,G36004701196002004,1.0,1.0
G36004701196002005,G36004701196002005,1.0,1.0
G36004701196003000,G36004701196003000,1.0,1.0
G36004701196003001,G36004701196003001,1.0,1.0
G36004701196003002,G36004701196003002,1.0,1.0
G36004701196003003,G36004701196003003,1.0,1.0
G36004701196003004,G36004701196003004,1.0,1.0
G36004701196003005,G36004701196003005,1.0,1.0
G36004701196004000,G36004701196004000,1.0,1.0
G36004701196004001,G36004701196004001,1.0,1.0
G36004701196004002,G36004701196004002,1.0,1.0
G36004701196004003,G36004701196004003,1.0,1.0
G36004701196004004,G36004701196004004,1.0,1.0
G36004701196004005,G36004701196004005,1.0,1.0
G36004701198001000,G36004701198001000,1.0,1.0
G36004701198001001,G36004701198001001,1.0,1.0
G36004701198001002,G36004701198001002,1.0,1.0
G36004701198001003,G36004701198001003,1.0,1.0
G36004701198001004,G36004701198001004,1.0,1.0
G36004701198001005,G36004701198001005,1.0,1.0
G36004701198001006,G36004701198001006,1.0,1.0
G36004701198001007,G36004701198001007,1.0,1.0
G36004701198001008,G36004701198001008,1.0,1.0
G36004701198001009,G36004701198001009,1.0,1.0
G36004701198001010,G36004701198001010,1.0,1.0
G36004701198001011,G36004701198001011,0.913866829566,0.913866829566
G36004701198001011,G36004701198001012,0.086133170434,0.086133170434
G36004701198002000,G36004701198002000,1.0,1.0
G36004701198002001,G36004701198002001,1.0,1.0
G36004701198002002,G36004701198002002,1.0,1.0
G36004701198002003,G36004701198002003,1.0,1.0
G36004701198002004,G36004701198002004,1.0,1.0
G36004701198002005,G36004701198002005,1.0,1.0
G36004701198002006,G36004701198002006,1.0,1.0
G36004701198002007,G36004701198002007,1.0,1.0
G36004701198003000,G36004701198003000,1.0,1.0
G36004701198003001,G36004701198003001,1.0,1.0
G36004701198003002,G36004701198003002,1.0,1.0
G36004701198003003,G36004701198003003,1.0,1.0
G36004701198003004,G36004701198003004,1.0,1.0
G36004701198003005,G36004701198003005,1.0,1.0
G36004701198003006,G36004701198003006,1.0,1.0
G36004701198003007,G36004701198003007,1.0,1.0
G36004701200001000,G36004701200001000,1.0,1.0
G36004701200001001,G36004701200001000,1.0,1.0
G36004701200001002,G36004701200001001,1.0,1.0
G36004701200001003,G36004701200001002,1.0,1.0
G36004701200001004,G36004701200001003,1.0,1.0
G36004701200001005,G36004701200001004,1.0,1.0
G36004701200001006,G36004701200001005,1.0,1.0
G36004701200001007,G36004701200001006,1.0,1.0
G36004701200001008,G36004701200001007,1.0,1.0
G36004701200001009,G36004701200001008,1.0,1.0
G36004701200002000,G36004701200002000,1.0,1.0
G36004701200002001,G36004701200002001,1.0,1.0
G36004701200002002,G36004701200002002,1.0,1.0
G36004701200002003,G36004701200002003,1.0,1.0
G36004701200002004,G36004701200002004,1.0,1.0
G36004701200002005,G36004701200002005,1.0,1.0
G36004701200002006,G36004701200002006,1.0,1.0
G36004701200002007,G36004701200002007,1.0,1.0
G36004701202001000,G36004701202001000,0.370056497175,0.493052521192
G36004701202001000,G36004701202001001,0.629943502825,0.506947478808
G36004701202001001,G36004701202001002,1.0,1.0
G36004701202001002,G36004701202001003,1.0,1.0
G36004701202001003,G36004701202001004,1.0,1.0
G36004701202001004,G36004701202001005,1.0,1.0
G36004701202001005,G36004701202001006,1.0,1.0
G36004701202001006,G36004701202001007,1.0,1.0
G36004701202001007,G36004701202001008,1.0,1.0
G36004701202001008,G36004701202001009,1.0,1.0
G36004701202002000,G36004701202002000,1.0,1.0
G36004701202002001,G36004701202002001,1.0,1.0
G36004701202002002,G36004701202002002,1.0,1.0
G36004701202002003,G36004701202002003,1.0,1.0
G36004701202002004,G36004701202002004,1.0,1.0
G36004701202002005,G36004701202002005,1.0,1.0
G36004701208001000,G36004701208013000,1.0,1.0
G36004701208001001,G36004701208013001,1.0,1.0
G36004701208001002,G36004701208013002,1.0,1.0
G36004701208001003,G36004701208011000,1.0,1.0
G36004701208001004,G36004701208011001,1.0,1.0
G36004701208002000,G36004701208014000,1.0,1.0
G36004701208002001,G36004701208014001,1.0,1.0
G36004701208002002,G36004701208014002,1.0,1.0
G36004701208002003,G36004701208012000,1.0,1.0
G36004701208002004,G36004701208012001,1.0,1.0
G36004701208002005,G36004701208012002,1.0,0.920918900104
G36004701208002005,G36004701208012004,0.0,0.079081099896
G36004701208002006,G36004701208012003,1.0,0.921856930448
G36004701208002006,G36004701208012004,0.0,0.078143069552
G36004701208002007,G36004701208014003,1.0,0.917023959647
G36004701208002007,G36004701208014006,0.0,0.082976040353
G36004701208002008,G36004701208014004,1.0,0.920299500832
G36004701208002008,G36004701208014006,0.0,0.079700499168
G36004701208002009,G36004701208014005,1.0,1.0
G36004701208003000,G36004701208021000,1.0,1.0
G36004701208004000,G36004701208022000,1.0,0.932714910396
G36004701208004000,G36004701208022001,0.0,0.067285089604
G36004701208005000,G36004701208031000,1.0,1.0
G36004701208005001,G36004701208031001,1.0,1.0
G36004701208005002,G36004701208031002,1.0,1.0
G36004701208005003,G36004701208031003,1.0,1.0
G36004701208005004,G36004701208031004,1.0,1.0
G36004701208005005,G36004701208031005,1.0,1.0
G36004701208005006,G36004701208031006,1.0,1.0
G36004701208005007,G36004701208031007,1.0,0.926709827357
G36004701208005007,G36004701208031011,0.0,0.073290172643
G36004701208005008,G36004701208031008,1.0,0.91966966967
G36004701208005008,G36004701208031011,0.0,0.08033033033
G36004701208005009,G36004701208031009,1.0,0.918536302674
G36004701208005009,G36004701208031011,0.0,0.081463697326
G36004701208005010,G36004701208031010,0.919220285785,0.919220285785
G36004701208005010,G36004701208031011,0.080779714215,0.080779714215
G36004701208005011,G36004701208031012,0.0,0.071712323099
G36004701208005011,G36004701208031013,1.0,0.928287676901
G36004701210001000,G36004701210001000,1.0,1.0
G36004701210002000,G36004701210002000,1.0,0.956618030224
G36004701210002000,G36004701210002001,0.0,0.043381969776
G36004701214001000,G36004701214001000,0.0,0.076269948212
G36004701214001000,G36004701214001001,0.0,0.052908420865
G36004701214001000,G36004701214001005,1.0,0.870821630924
G36004701214001001,G36004701214001002,0.0,0.075997652582
G36004701214001001,G36004701214001003,0.0,0.057968179447
G36004701214001001,G36004701214001004,1.0,0.866034167971
G36004701214002000,G36004701214002000,1.0,1.0
G36004701214002001,G36004701214002001,1.0,1.0
G36004701220001000,G36004701220001000,0.0,0.127461139896
G36004701220001000,G36004701220001003,1.0,0.872538860104
G36004701220001001,G36004701220001000,0.0,0.130509031199
G36004701220001001,G36004701220001002,1.0,0.869490968801
G36004701220001002,G36004701220001000,0.139826422372,0.139826422372
G36004701220001002,G36004701220001001,0.860173577628,0.860173577628
G36004701220001003,G36004701220001000,0.128061751656,0.128061751656
G36004701220001003,G36004701220001001,0.871938248344,0.871938248344
G36004701220001004,G36004701220001009,1.0,0.867134628097
G36004701220001004,G36004701220001010,0.0,0.045390160219
G36004701220001004,G36004701220001011,0.0,0.087475211684
G36004701220001005,G36004701220001005,1.0,1.0
G36004701220001006,G36004701220001004,1.0,1.0
G36004701220001007,G36004701220001012,1.0,1.0
G36004701220001008,G36004701220001012,1.0,1.0
G36004701220001009,G36004701220001012,1.0,1.0
G36004701220001010,G36004701220001006,1.0,1.0
G36004701220001011,G36004701220001007,1.0,1.0
G36004701220001012,G36004701220001008,1.0,1.0
G36004701220001013,G36004701220001016,1.0,1.0
G36004701220001014,G36004701220001012,1.0,1.0
G36004701220001015,G36004701220001012,1.0,1.0
G36004701220001016,G36004701220001012,1.0,1.0
G36004701220001017,G36004701220001012,1.0,1.0
G36004701220001018,G36004701220001012,1.0,1.0
G36004701220001019,G36004701220001012,1.0,1.0
G36004701220001020,G36004701220001012,1.0,1.0
G36004701220001021,G36004701220001012,1.0,1.0
G36004701220001022,G36004701220001012,1.0,1.0
G36004701220001023,G36004701220001012,1.0,1.0
G36004701220001024,G36004701220001012,1.0,1.0
G36004701220001025,G36004701220001012,1.0,1.0
G36004701220001026,G36004701220001013,1.0,1.0
G36004701220001027,G36004701220001014,1.0,1.0
G36004701220001028,G36004701220001014,1.0,1.0
G36004701220001029,G36004701220001014,1.0,1.0
G36004701220001030,G36004701220001015,1.0,1.0
G36004701220002000,G36004701220002000,1.0,1.0
